TRIP ID,START TIME,STOP TIME,BIKE ID,TRIP DURATION,FROM STATION ID,FROM STATION NAME,TO STATION ID,TO STATION NAME,USER TYPE,GENDER,BIRTH YEAR,FROM LATITUDE,FROM LONGITUDE,FROM LOCATION,TO LATITUDE,TO LONGITUDE,TO LOCATION,datetime_hour,DATE,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyWindSpeed,Time
22199966,2019-03-04 08:28:25,04/03/2019 08:34:15 AM,6332,350,91,Clinton St & Washington Blvd,71,Morgan St & Lake St,Subscriber,Male,1979.0,41.88338,-87.64117,POINT (-87.64117 41.88338),41.885483308,-87.652304856,POINT (-87.6523048564 41.8854833079),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199965,2019-03-04 08:28:14,04/03/2019 08:42:55 AM,5929,881,277,Ashland Ave & Grand Ave,47,State St & Kinzie St,Subscriber,Male,1987.0,41.891072,-87.666611,POINT (-87.666611 41.891072),41.889187,-87.627754,POINT (-87.627754 41.889187),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199964,2019-03-04 08:28:13,04/03/2019 08:32:21 AM,4308,248,402,Shields Ave & 31st St,403,Wentworth Ave & 33rd St,Subscriber,Female,1991.0,41.838464,-87.635406,POINT (-87.635406 41.838464),41.834529886,-87.631822981,POINT (-87.6318229814 41.83452988563),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199963,2019-03-04 08:28:12,04/03/2019 08:33:54 AM,5747,342,303,Broadway & Cornelia Ave,117,Wilton Ave & Belmont Ave,Subscriber,Male,1957.0,41.945529,-87.646439,POINT (-87.646439 41.945529),41.94018,-87.65304,POINT (-87.65304 41.94018),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199962,2019-03-04 08:27:57,04/03/2019 08:55:52 AM,3826,1675,304,Broadway & Waveland Ave,107,Desplaines St & Jackson Blvd,Subscriber,Female,1985.0,41.949074,-87.648636,POINT (-87.648636 41.949074),41.878287,-87.643909,POINT (-87.643909 41.878287),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199972,2019-03-04 08:27:52,04/03/2019 08:34:35 AM,3860,403,77,Clinton St & Madison St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1969.0,41.882242,-87.641066,POINT (-87.641066 41.882242),41.878166,-87.631929,POINT (-87.631929 41.878166),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199961,2019-03-04 08:27:51,04/03/2019 08:42:50 AM,2643,899,71,Morgan St & Lake St,194,Wabash Ave & Wacker Pl,Subscriber,Female,1977.0,41.885483308,-87.652304856,POINT (-87.6523048564 41.8854833079),41.886875,-87.62603,POINT (-87.62603 41.886875),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199960,2019-03-04 08:27:48,04/03/2019 08:30:50 AM,4520,182,257,Lincoln Ave & Waveland Ave,230,Lincoln Ave & Roscoe St,Subscriber,Male,1988.0,41.948797,-87.675278,POINT (-87.675278 41.948797),41.94334,-87.67097,POINT (-87.67097 41.94334),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199959,2019-03-04 08:27:46,04/03/2019 08:42:17 AM,1664,871,255,Indiana Ave & Roosevelt Rd,26,McClurg Ct & Illinois St,Subscriber,Male,1980.0,41.867888,-87.623041,POINT (-87.623041 41.867888),41.890359,-87.617532,POINT (-87.617532 41.890359),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199958,2019-03-04 08:27:45,04/03/2019 08:36:31 AM,4462,526,91,Clinton St & Washington Blvd,53,Wells St & Huron St,Subscriber,Male,1962.0,41.88338,-87.64117,POINT (-87.64117 41.88338),41.894722,-87.634362,POINT (-87.634362 41.894722),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199957,2019-03-04 08:27:34,04/03/2019 08:37:26 AM,4018,592,350,Ashland Ave & Chicago Ave,74,Kingsbury St & Erie St,Subscriber,Male,1984.0,41.895966,-87.667747,POINT (-87.667747 41.895966),41.893626,-87.641527,POINT (-87.641527 41.893626),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199955,2019-03-04 08:27:31,04/03/2019 08:35:48 AM,5559,497,110,Dearborn St & Erie St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1985.0,41.893992,-87.629318,POINT (-87.629318 41.893992),41.878166,-87.631929,POINT (-87.631929 41.878166),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199956,2019-03-04 08:27:29,04/03/2019 08:32:06 AM,3533,277,77,Clinton St & Madison St,103,Clinton St & Polk St (*),Subscriber,Male,1982.0,41.882242,-87.641066,POINT (-87.641066 41.882242),41.871466518,-87.640949133,POINT (-87.6409491327 41.87146651779),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199953,2019-03-04 08:27:23,04/03/2019 08:45:10 AM,219,1067,300,Broadway & Barry Ave,20,Sheffield Ave & Kingsbury St,Subscriber,Male,1966.0,41.937725,-87.644095,POINT (-87.644095 41.937725),41.910522,-87.653106,POINT (-87.653106 41.910522),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199952,2019-03-04 08:27:22,04/03/2019 08:39:42 AM,4213,740,61,Wood St & Milwaukee Ave,376,Artesian Ave & Hubbard St,Subscriber,Female,1990.0,41.907655,-87.672552,POINT (-87.672552 41.907655),41.88949182,-87.688219365,POINT (-87.6882193648 41.88949181977),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199951,2019-03-04 08:27:17,04/03/2019 08:35:12 AM,1206,475,110,Dearborn St & Erie St,51,Clark St & Randolph St,Subscriber,Male,1987.0,41.893992,-87.629318,POINT (-87.629318 41.893992),41.884576228,-87.63188991,POINT (-87.63188991 41.884576228),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199950,2019-03-04 08:27:16,04/03/2019 08:33:02 AM,72,346,300,Broadway & Barry Ave,226,Racine Ave & Belmont Ave,Subscriber,Male,1989.0,41.937725,-87.644095,POINT (-87.644095 41.937725),41.939743,-87.658865,POINT (-87.658865 41.939743),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199948,2019-03-04 08:27:15,04/03/2019 08:37:09 AM,2730,594,180,Ritchie Ct & Banks St,48,Larrabee St & Kingsbury St,Subscriber,Male,1988.0,41.906866,-87.626217,POINT (-87.626217 41.906866),41.897764,-87.642884,POINT (-87.642884 41.897764),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199949,2019-03-04 08:27:13,04/03/2019 08:38:21 AM,6310,668,77,Clinton St & Madison St,24,Fairbanks Ct & Grand Ave,Subscriber,Male,1972.0,41.882242,-87.641066,POINT (-87.641066 41.882242),41.89186,-87.62062,POINT (-87.62062 41.89186),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199947,2019-03-04 08:27:11,04/03/2019 08:30:16 AM,3313,185,94,Clark St & Armitage Ave,118,Sedgwick St & North Ave,Subscriber,Female,1985.0,41.918306,-87.636282,POINT (-87.636282 41.918306),41.911386,-87.638677,POINT (-87.638677 41.911386),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199946,2019-03-04 08:27:06,04/03/2019 08:35:21 AM,2151,495,321,Wabash Ave & 9th St,287,Franklin St & Monroe St,Subscriber,Male,1991.0,41.870769,-87.625734,POINT (-87.625734 41.870769),41.880317,-87.635185,POINT (-87.635185 41.880317),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199945,2019-03-04 08:27:02,04/03/2019 08:40:49 AM,779,827,282,Halsted St & Maxwell St,89,Financial Pl & Ida B Wells Dr (Temp),Subscriber,Female,1973.0,41.864883,-87.647071,POINT (-87.647071 41.864883),41.874618,-87.632882,POINT (-87.632882 41.874618),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199944,2019-03-04 08:26:58,04/03/2019 08:29:22 AM,5852,144,116,Western Ave & Winnebago Ave,213,Leavitt St & North Ave,Subscriber,Male,1971.0,41.91552,-87.687022,POINT (-87.687022 41.91552),41.910153,-87.68229,POINT (-87.68229 41.910153),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199942,2019-03-04 08:26:54,04/03/2019 08:36:23 AM,6067,569,37,Dearborn St & Adams St,24,Fairbanks Ct & Grand Ave,Subscriber,Male,1981.0,41.879356359,-87.629791036,POINT (-87.6297910363 41.8793563587),41.89186,-87.62062,POINT (-87.62062 41.89186),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199943,2019-03-04 08:26:54,04/03/2019 08:30:38 AM,1961,224,658,Leavitt St & Division St (*),17,Honore St & Division St,Subscriber,Female,1990.0,41.902997,-87.683825,POINT (-87.683825 41.902997),41.903119,-87.673935,POINT (-87.673935 41.903119),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199941,2019-03-04 08:26:48,04/03/2019 08:41:44 AM,929,896,255,Indiana Ave & Roosevelt Rd,191,Canal St & Monroe St (*),Subscriber,Male,1988.0,41.867888,-87.623041,POINT (-87.623041 41.867888),41.880381,-87.639507,POINT (-87.639507 41.880381),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199940,2019-03-04 08:26:48,04/03/2019 08:37:17 AM,5546,629,255,Indiana Ave & Roosevelt Rd,68,Clinton St & Tilden St,Subscriber,Male,1988.0,41.867888,-87.623041,POINT (-87.623041 41.867888),41.875885,-87.640795,POINT (-87.640795 41.875885),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199937,2019-03-04 08:26:34,04/03/2019 08:40:16 AM,1942,822,60,Dayton St & North Ave,212,Wells St & Hubbard St,Subscriber,Female,1993.0,41.910578035,-87.649421929,POINT (-87.6494219288 41.9105780349),41.889906,-87.634266,POINT (-87.634266 41.889906),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199936,2019-03-04 08:26:27,04/03/2019 08:42:15 AM,1715,948,255,Indiana Ave & Roosevelt Rd,51,Clark St & Randolph St,Subscriber,Female,1988.0,41.867888,-87.623041,POINT (-87.623041 41.867888),41.884576228,-87.63188991,POINT (-87.63188991 41.884576228),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199934,2019-03-04 08:26:26,04/03/2019 08:34:48 AM,4073,502,626,Delano Ct & Roosevelt Rd,168,Michigan Ave & 14th St,Subscriber,Female,1984.0,41.867491,-87.63219,POINT (-87.63219 41.867491),41.864059,-87.623727,POINT (-87.623727 41.864059),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199954,2019-03-04 08:26:24,04/03/2019 08:56:51 AM,5110,1827,211,St. Clair St & Erie St,342,Wolcott Ave & Polk St,Subscriber,Female,1982.0,41.894448,-87.622663,POINT (-87.622663 41.894448),41.871262,-87.673688,POINT (-87.673688 41.871262),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199932,2019-03-04 08:26:19,04/03/2019 08:30:23 AM,2241,244,195,Columbus Dr & Randolph St,38,Clark St & Lake St,Subscriber,Male,1972.0,41.884728,-87.619521,POINT (-87.619521 41.884728),41.886020828,-87.630876058,POINT (-87.6308760584 41.88602082773),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199933,2019-03-04 08:26:18,04/03/2019 08:31:09 AM,4514,291,312,Clarendon Ave & Gordon Ter,240,Sheridan Rd & Irving Park Rd,Subscriber,Female,1990.0,41.957879,-87.649519,POINT (-87.649519 41.957879),41.954245,-87.654406,POINT (-87.654406 41.954245),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199931,2019-03-04 08:26:13,04/03/2019 08:31:44 AM,4168,331,196,Cityfront Plaza Dr & Pioneer Ct,47,State St & Kinzie St,Subscriber,Male,1978.0,41.890573,-87.622072,POINT (-87.622072 41.890573),41.889187,-87.627754,POINT (-87.627754 41.889187),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199939,2019-03-04 08:26:10,04/03/2019 08:32:37 AM,6112,387,51,Clark St & Randolph St,174,Canal St & Madison St,Subscriber,Male,1983.0,41.884576228,-87.63188991,POINT (-87.63188991 41.884576228),41.882091,-87.639833,POINT (-87.639833 41.882091),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199929,2019-03-04 08:26:09,04/03/2019 08:36:30 AM,1980,621,109,900 W Harrison St,383,Paulina St & Flournoy St,Subscriber,Female,1971.0,41.874754,-87.649807,POINT (-87.649807 41.874754),41.87295,-87.66913,POINT (-87.66913 41.87295),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199930,2019-03-04 08:26:09,04/03/2019 08:31:18 AM,3305,309,175,Wells St & Polk St,37,Dearborn St & Adams St,Subscriber,Male,1983.0,41.872596,-87.633502,POINT (-87.633502 41.872596),41.879356359,-87.629791036,POINT (-87.6297910363 41.8793563587),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199928,2019-03-04 08:26:08,04/03/2019 08:30:20 AM,6161,252,160,Campbell Ave & North Ave,69,Damen Ave & Pierce Ave,Subscriber,Male,1994.0,41.910535,-87.689556,POINT (-87.689556 41.910535),41.909396006,-87.677691929,POINT (-87.6776919292 41.9093960065),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199927,2019-03-04 08:26:06,04/03/2019 08:37:54 AM,6099,708,37,Dearborn St & Adams St,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Male,1986.0,41.879356359,-87.629791036,POINT (-87.6297910363 41.8793563587),41.89691,-87.621743,POINT (-87.621743 41.89691),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199925,2019-03-04 08:25:58,04/03/2019 08:31:52 AM,230,354,376,Artesian Ave & Hubbard St,128,Damen Ave & Chicago Ave,Subscriber,Male,1982.0,41.88949182,-87.688219365,POINT (-87.6882193648 41.88949181977),41.895769,-87.67722,POINT (-87.67722 41.895769),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199938,2019-03-04 08:25:57,04/03/2019 08:41:41 AM,1924,944,77,Clinton St & Madison St,261,Hermitage Ave & Polk St,Subscriber,Male,1983.0,41.882242,-87.641066,POINT (-87.641066 41.882242),41.871514,-87.669886,POINT (-87.669886 41.871514),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199924,2019-03-04 08:25:57,04/03/2019 08:36:34 AM,2229,637,364,Larrabee St & Oak St,77,Clinton St & Madison St,Subscriber,Male,1988.0,41.900219493,-87.642985468,POINT (-87.6429854676 41.90021949323),41.882242,-87.641066,POINT (-87.641066 41.882242),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199923,2019-03-04 08:25:54,04/03/2019 08:45:32 AM,5184,1178,171,May St & Cullerton St,18,Wacker Dr & Washington St,Subscriber,Male,1987.0,41.855136,-87.654127,POINT (-87.654127 41.855136),41.883132,-87.637321,POINT (-87.637321 41.883132),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199922,2019-03-04 08:25:54,04/03/2019 08:54:18 AM,5015,1704,300,Broadway & Barry Ave,38,Clark St & Lake St,Subscriber,Female,1988.0,41.937725,-87.644095,POINT (-87.644095 41.937725),41.886020828,-87.630876058,POINT (-87.6308760584 41.88602082773),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199920,2019-03-04 08:25:51,04/03/2019 08:41:46 AM,3694,955,170,Clinton St & 18th St,284,Michigan Ave & Jackson Blvd,Customer,Male,1993.0,41.85795,-87.640826,POINT (-87.640826 41.85795),41.87785,-87.62408,POINT (-87.62408 41.87785),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
22199921,2019-03-04 08:25:50,04/03/2019 08:37:55 AM,3803,725,236,Sedgwick St & Schiller St,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1993.0,41.907626,-87.638566,POINT (-87.638566 41.907626),41.888243,-87.63639,POINT (-87.63639 41.888243),2019-03-04 08:00:00,2019-03-04 08:53:00,2.0,0.0,16.0,08:53:00
